abusive husband,0,0,0.821,-0.95,-0.59
abusive stepfather,0,0,0.821,-0.95,-0.59
abut,0,0,-0.96,-0.99,-0.65
abuzz,0,0,-0.72,-0.93,-0.55
acantha,-0.66,0,0.859,-0.82,-0.78
acarophobia,-0.57,0,0.814,-0.93,-0.77
acarpous,-0.70,0,0.919,-0.73,-0.78
accelerants,-0.14,0,-0.21,-0.07,-0.14
acceleration,-0.85,0,0.936,-0.80,-0.86
accept invitation,0,0,-0.71,-0.81,-0.50
acceptability,-0.75,0,0,-0.90,-0.55
accessorial,-0.81,0,0.987,-0.64,-0.81
accessory shoe,-0.90,0,-0.76,0,-0.55
accident,0,0,-0.99,-0.81,-0.60
accident game,-0.93,0,0.945,-0.93,-0.93
accident happen,0,0,-0.96,-0.71,-0.55
accidental,-0.81,0,0.987,-0.64,-0.81
accidental damage,-0.55,0,0.843,-0.58,-0.66
accidental injury,-0.50,0,0.681,-0.89,-0.69
accommodative,0,0,-0.93,-0.92,-0.62
accomplice,0,0,-0.75,-0.86,-0.53
accomplish,-0.29,-0.00,0,-0.16,-0.14
account indebtedness,-0.99,0,0,-0.76,-0.58
account payable,0,0,-0.76,-0.86,-0.54
accountable,-0.81,0,0.977,0,-0.59
accountableness,-0.82,0,0.974,0,-0.6
accouterment,-0.74,0,0.72,-0.57,-0.68
accumulate stress,-0.98,0,0.058,-0.92,-0.65
accumulate stress city,-0.82,0,0,-0.73,-0.52
accurate weather forecast,-0.03,0,-0.05,0,-0.02
accurse,-0.65,0,0.754,-0.93,-0.78
accusation,-0.70,0,0.874,-0.75,-0.77
accusatory,-0.95,0,0.771,-0.67,-0.8
accuse,-0.06,0,-0.09,-0.18,-0.11
accuse person,-0.06,0,-0.09,-0.18,-0.11
accused,0,0,0.844,-0.89,-0.57
accuser,-0.06,0,-0.09,-0.18,-0.11
accusing,-0.95,0,0.771,-0.67,-0.8
accusive,-0.95,0,0.771,-0.67,-0.8
accuweather,-0.03,0,-0.05,0,-0.02
acerb,-0.88,0,-0.83,0,-0.57
acerbate,0,0,-0.81,-0.79,-0.53
acerbic,-0.71,0,0.737,0,-0.48
acerbity,-0.99,0,0.744,-0.74,-0.82
acetaminophen,-0.98,0,0.601,-0.69,-0.76
acetaminophen tylenol,0,0,-0.9,-0.90,-0.6
acetify,-0.70,0,0.518,-0.51,-0.58
achalasia,-0.56,0,0.806,-0.76,-0.70
ache,-0.76,0,-0.74,-0.71,-0.74
achievability,-0.96,0,0.603,-0.91,-0.82
achilles tendinitis,-0.98,0,0.678,-0.95,-0.87
aching,-0.74,0,0.872,-0.61,-0.74
aching head,-0.93,0,0.807,-0.95,-0.89
achingly beautiful,-0.74,0.292,-0.42,-0.06,-0.31
achromasia,-0.66,0,0.782,-0.52,-0.65
achromatic,-0.7,0,0.617,-0.52,-0.61
achromatic color,-0.74,0,0.876,-0.59,-0.74
acid,0.071,0,-0.08,-0.09,-0.03
acid blocker,0,0,-0.9,-0.90,-0.6
acid indigestion,0,0,-0.9,-0.90,-0.6
acid reflux,0,0,-0.9,-0.90,-0.6
acid reflux disease,0,0,-0.9,-0.90,-0.6
acid regurgitation,0,0,-0.9,-0.90,-0.6
acidify,-0.70,0,0.518,-0.51,-0.58
acidity,-0.99,0,0.744,-0.74,-0.82
acidophilus,-0.99,0,0.987,-0.96,-0.98
acidophilus bacterium,-1,0,0.981,-0.97,-0.98
acidophilus flora,-0.99,0,0.983,-0.97,-0.98
acidophilus microflora,-1,0,0.984,-0.96,-0.98
acidulate,-0.70,0,0.518,-0.51,-0.58
acidulousness,-0.78,0,0.969,-0.78,-0.84
aciphex,0,0,-0.9,-0.90,-0.6
acknowledged,-0.72,0,0.776,-0.55,-0.68
acne,-0.98,0,0.969,-0.95,-0.96
acne medication,-0.97,0,0,-0.79,-0.59
acne scar,-0.10,0,-0.05,-0.11,-0.08
acne vulgaris,-0.57,0,0.873,-0.78,-0.74
acned,-0.85,0,0.795,-0.86,-0.83
acolyte,-0.67,0,0.994,-0.50,-0.72
acorn winter squash,-0.56,0,0.687,-0.96,-0.74
acorn worm,-0.71,0,0.605,-0.62,-0.64
acquiesce,-0.54,0,0.815,-0.83,-0.73
acquiescence,-0.91,0,0.521,-0.81,-0.74
acquisitiveness,-0.5,0,0.939,-0.83,-0.75
acral,-0.85,0,0.676,-0.82,-0.78
acrid,-0.88,0,-0.83,0,-0.57
acridity,-0.68,0,0.994,-0.54,-0.74
acridness,-0.68,0,0.994,-0.54,-0.74
acrimonious,-0.92,0,0.801,0,-0.57
acrimonious debate,0,0,0.94,0,-0.31
acrimoniously,-0.93,0,0.797,0,-0.57
acrimony,-0.81,0,0.96,0,-0.59
acrobatic feat,-0.68,0,0.545,-0.68,-0.64
acrobatic stunt,-0.81,0,0.618,-0.56,-0.66
acromegalic,-0.73,0,0.904,-0.53,-0.72
acronym,-0.04,-0.02,0.041,-0.03,-0.03
acronymic,-0.94,0,0.636,-0.74,-0.77
acrost,-0.96,0,0.624,-0.99,-0.86
act foolish,-0.89,0,0.797,-0.95,-0.88
act out,-0.06,0,-0.08,-0.09,-0.08
act stupid,-0.92,0,0.771,-0.71,-0.80
act unilaterally,-0.97,0,0.84,-0.52,-0.78
act up,-0.11,0,0,-0.10,-0.07
actaea racemosa,-0.52,0,0.518,-0.78,-0.61
acted negligently,-0.69,0,0.516,-0.96,-0.72
acted recklessly,-0.69,0,0.516,-0.96,-0.72
acted willfully,-0.04,0.164,0.685,-0.65,-0.40
acting associate dean,0,0,0.958,-0.76,-0.57
actinic dermatitis,-0.72,0,0.778,-0.98,-0.82
action sequence,-0.07,0,-0.06,0,-0.04
activated,-0.74,0,0.638,-0.75,-0.71
activated carbon filter,0,0,-0.05,-0.07,-0.04
activated macrophage,-0.66,0,0.877,-0.64,-0.72
activating mutation,-0.85,0,0.936,-0.80,-0.86
active ingredient,-0.82,0,0.642,-0.72,-0.73
active involvement,-0.82,0,0.958,-0.55,-0.78
active role,-0.82,0,0.958,-0.55,-0.78
actively participate,-0.95,0,0.735,-0.84,-0.84
activewear,-0.76,0,0.58,-0.50,-0.61
actual eviction,-0.87,0,0.765,-0.82,-0.82
actually,-0.72,0,0.752,-0.81,-0.76
actus reus,-0.63,0,0.728,-0.58,-0.65
acute,0,0,0.844,-0.93,-0.59
acute chest pain,-0.73,0,-0.98,0,-0.57
acute coronary syndrome,-0.73,0,-0.98,0,-0.57
acute gastritis,-0.95,0,0.729,-0.98,-0.89
acute glossitis,-0.63,0,0.961,-0.70,-0.76
acute illness,-0.09,0,-0.16,-0.21,-0.15
acute illnesses,-0.09,0,-0.16,-0.21,-0.15
acute kidney failure,-0.60,0,0.544,-0.53,-0.56
acute onset,-0.65,0,0.873,-0.63,-0.72
acute pneumonia,-0.09,0,-0.16,-0.21,-0.15
acute renal failure,-0.60,0,0.544,-0.53,-0.56
acute trauma,-0.88,0,-0.79,-0.85,-0.84
acute urinary retention,-0.52,0,0.839,-0.86,-0.74
adamance,-0.97,0,0.549,-0.97,-0.83
adamance of purpose,-0.98,0,0.548,-0.98,-0.83
adamant,-0.80,0,0.507,-0.76,-0.69
adaminaby,-0.95,0,0.624,-0.57,-0.71
add,-0.53,0,0.611,-0.80,-0.65
add-on,0,0,0.761,-0.81,-0.52
add spice,0,-0.01,0.014,-0.10,-0.03
adder,-0.96,0,0.865,-0.75,-0.85
addict,-0.92,-0.81,0.972,0,-0.35
addicted,-0.75,0.28,-0.44,-0.06,-0.32
addicted computer game,-0.96,0,0.172,-0.99,-0.71
addiction,-0.76,0,0,-0.95,-0.57
addictive,-0.77,0,0.776,-0.8,-0.78
additive,0,0,0.899,-0.81,-0.57
additivity,-0.63,0,0.822,-0.95,-0.80
addle,-0.56,0,0.738,-0.61,-0.64
addlehead,-0.99,0,0.804,-0.52,-0.77
adefovir,-0.81,0,0.767,-0.93,-0.84
adenoma,-0.70,0,0.639,-0.56,-0.63
adenopathy,-0.85,0,0.676,-0.82,-0.78
adenosis,-0.53,0,0.667,-0.55,-0.58
adequacy,-0.99,0,0.878,-0.95,-0.94
adequateness,-0.99,0,0.878,-0.95,-0.94
adhesive,0,0,0.763,-0.97,-0.57
adhesive bandage,-0.90,0,0,-0.95,-0.61
adhesive capsulitis,-0.98,0,0.678,-0.95,-0.87
adhesive strip,-0.90,0,0,-0.95,-0.61
adiabatic process,-0.64,0,0.938,-0.52,-0.70
adience,-0.63,0,0.677,-0.94,-0.75
adipic acid,-0.65,0,0.935,-0.96,-0.85
adjacent,0,0,-0.75,-0.94,-0.56
adjectival suffix,-0.94,0,0.636,-0.74,-0.77
adjoin,-0.74,0,0.627,-0.58,-0.65
adjudged guilty,-0.69,0,0.516,-0.96,-0.72
adjudicatory hearing,-0.88,0,0.727,-0.82,-0.81
adjust clothes,-0.09,0,0,-0.06,-0.05
adjust volume,0,0,0.715,-0.89,-0.53
adjust water temperature,-0.09,0,0,0,-0.03
adjusted,-0.62,0,0.654,-0.96,-0.74
administer corporal punishment,-0.83,0,0.924,-0.79,-0.85
administrative proceeding,-0.88,0,0.727,-0.82,-0.81
admittedly,0,0,-0.83,-0.70,-0.51
admonish,-0.85,0,0,-0.78,-0.54
admonishing,-0.74,0,0.982,-0.81,-0.84
admonitory,0,0,-0.93,-0.78,-0.57
adnyamathanha,-0.95,0,0.624,-0.57,-0.71
adrenal cortical steroid,-0.76,0,0.681,-0.57,-0.67
adrenaline rush,-0.83,0,0.703,-0.85,-0.79
adrift,-0.99,0,0.658,-0.73,-0.79
adscititious,-0.73,0,0.899,-0.76,-0.79
adulate,-0.10,0,-0.05,-0.24,-0.13
adult drink,-0.27,0,-0.29,0,-0.18
adult obesity,0,0,-0.98,-0.97,-0.65
adulterate,-0.89,0,0.89,-0.77,-0.85
adulteration,0,0,1.0,-0.77,-0.59
adulterer,-0.54,0,0.691,-0.96,-0.73
adulteress,-0.54,0,0.691,-0.96,-0.73
adultery,-0.27,0,-0.29,0,-0.18
adventitious,-0.73,0,0.899,-0.76,-0.79
adversarial,-0.90,0,0,-0.91,-0.60
adversary,-0.86,0,0,-0.73,-0.53
adversary proceeding,-0.88,0,0.727,-0.82,-0.81
adversative,-0.66,0,0.502,-0.79,-0.65
adverse,-0.86,0,0,-0.72,-0.53
adverse yaw,-0.97,0,0.831,-0.87,-0.89
adverseness,-0.87,0,0,-0.73,-0.53
adversity,-0.16,0.131,-0.28,0,-0.10
advertisment,-0.02,0,-0.10,0,-0.04
advisory board,0,0,0.958,-0.76,-0.57
advisory committee,0,0,0.958,-0.76,-0.57
advisory council,0,0,0.958,-0.76,-0.57
advisory role,-0.82,0,0.958,-0.55,-0.78
aeonian,-0.95,0,0.808,-0.61,-0.79
aerial bomb,0,0,-0.93,-0.81,-0.58
aerial resupply,-0.07,0.069,-0.18,0,-0.06
aerobic treatment,-0.53,0,0.671,-0.55,-0.58
aerodynamic drag,0,0,-0.11,0,-0.03
aerodynamic forces,-0.85,0,0.936,-0.80,-0.86
aerofoil,-0.97,0,0.831,-0.87,-0.89
aerssens,-0.56,0,0.505,-0.95,-0.67
aesthesis,-0.58,0,0.568,-0.97,-0.70
aesthetic beauty,-0.63,0,0.694,-0.66,-0.66
aesthetic pleasure,-0.63,0,0.694,-0.66,-0.66
aesthetic quality,-0.63,0,0.694,-0.66,-0.66
aestivation,-0.75,0,0.512,-0.75,-0.67
afar,-0.85,0,0,-0.73,-0.52
affably,-0.71,0,0.906,-0.93,-0.85
affair,-0.91,0,0.817,0,-0.57
affectation,-0.9,0,0.841,-0.73,-0.82
affectedness,-0.56,0,0.757,-0.99,-0.77
affecting,0,0,0.839,-0.74,-0.52
affective disorder,-0.61,0,0.934,-0.62,-0.72
affectless,-0.94,0,0.636,-0.74,-0.77
afflict,-0.74,0,0.622,-0.86,-0.74
affliction,-0.91,0,0.921,-0.73,-0.85
affray,-0.81,0,0.52,-0.87,-0.73
affright,-0.92,0,-0.71,0,-0.54
affront,-0.92,0,0.699,-0.93,-0.85
aflicker,0,0,0.938,-0.71,-0.55
afloat,-0.99,0,0.658,-0.73,-0.79
afoul,0,0,0.855,-0.83,-0.56
afox,-0.06,-0.00,-0.09,0,-0.05
afraid,-0.44,0.311,0.049,-0.39,-0.19
afraid death,-0.85,0,0,-0.73,-0.52
afraid of,-0.93,0,0.096,-0.92,-0.65
africa,-0.73,0,0.884,-0.60,-0.73
african continent,-0.73,0,0.884,-0.60,-0.73
afro,-0.71,0,0.732,0,-0.48
afro brazilian,-0.06,-0.00,-0.09,0,-0.05
afro brazilian martial art,-0.06,-0.00,-0.09,0,-0.05
afro cuban,-0.06,-0.00,-0.09,0,-0.05
afterimage,-0.76,0,0.629,-0.71,-0.70
aftersensation,-0.76,0,0.629,-0.71,-0.70
against,0,0,0.791,-0.98,-0.59
against law,-0.28,0.214,-0.35,0.206,-0.07
against rule,-0.76,0,0.824,-0.86,-0.81
against terrorism,-0.94,0,0,-0.98,-0.64
agamic,-0.68,0,0.779,-0.86,-0.77
agamid lizard endemic,-0.51,0,0.582,-0.97,-0.69
agamogenetic,-0.68,0,0.779,-0.86,-0.77
agamous,-0.68,0,0.779,-0.86,-0.77
agapic,-0.52,0,0.604,-0.82,-0.65
agaric,-0.78,0,0,-0.76,-0.51
age prematurely,-0.95,0,0.924,-0.93,-0.93
age skin,-0.06,0,-0.08,-0.08,-0.07
agelessness,-0.83,0,0.696,-0.98,-0.84
agglomerate,-0.77,0,0.588,-0.80,-0.72
agglomeration,-0.63,0,0.862,-0.52,-0.67
aggravate,-0.12,0.069,0.703,-0.67,-0.47
aggravated,-0.13,0.068,0.692,-0.67,-0.47
aggravated arson,-0.14,0,-0.21,-0.07,-0.14
aggravation,-0.13,0,0.703,-0.72,-0.52
aggresive,0,0,-0.85,-0.93,-0.59
aggress,-0.75,0,0.886,-0.72,-0.78
aggression,-0.06,0.128,0.707,-0.67,-0.43
aggressive,0,0,-0.85,-0.93,-0.59
aggressive foreign policy,0,0,-0.85,-0.93,-0.59
aggressive marketing,0,0,-0.85,-0.93,-0.59
aggressive posture,0,0,-0.85,-0.93,-0.59
aggressive stance,0,0,-0.85,-0.93,-0.59
aggressive tactic,0,0,-0.85,-0.93,-0.59
aggressively,0,0,-0.85,-0.93,-0.59
aggressiveness,-0.82,0,0.972,0,-0.6
aggrieve,-0.89,0.161,-0.61,0.053,-0.43
aggrieved person,-0.88,0,0.727,-0.82,-0.81
agitate,-0.98,0,-0.87,0,-0.62
agitated,-0.99,0,-0.87,0,-0.62
agitation,-0.71,0,0.928,-0.74,-0.79
agnosia,-0.73,0,0.955,-0.54,-0.74
agonize,0,0,0.926,-0.74,-0.55
agonizing,-0.71,0,0.792,0,-0.50
agonizingly,0,0,0.925,-0.75,-0.55
agony,-0.85,0,0.791,-0.78,-0.81
agressive,0,0,-0.85,-0.93,-0.59
agricultural product,0,0,0.056,-0.04,-0.03
agromania,-0.89,0,0.987,-0.90,-0.93
ague,-0.90,0,-0.94,0,-0.61
ahipara,-0.91,0,0.769,-0.84,-0.84
aid,-0.98,0,0.942,-0.9,-0.94
aid virus,0,0,-0.98,-0.85,-0.61
aikido,-0.06,-0.00,-0.09,0,-0.05
ail,-0.73,0,0.865,-0.87,-0.82
ailing,-0.97,0,-0.84,0,-0.60
ailing bank,-0.12,0,0,-0.03,-0.05
ailment,-0.18,0.071,-0.17,-0.17,-0.15
aimless,-0.99,0,0.658,-0.73,-0.79
air grievance,-0.90,0,0,-0.81,-0.57
air movement,0,-0.02,0.044,-0.06,-0.02
air pollution,-0.70,0,0,-0.9,-0.53
air traffic,-0.98,0,0.989,-0.93,-0.97
air traffic jam,-0.99,0,0.988,-0.93,-0.97
airborne assault,-0.07,0.069,-0.18,0,-0.06
airborne virus,0,0,-0.98,-0.85,-0.61
airheaded,-0.80,0,0.895,-0.66,-0.78
airmets,-0.03,0,-0.05,0,-0.02
airy,-0.86,0,0.626,-0.66,-0.71
akantha,-0.66,0,0.859,-0.82,-0.78
al harith,-0.74,0,0.882,0,-0.54
alain badiou,-0.62,0,0.69,-0.76,-0.69
alarm,0,0,-0.77,-0.85,-0.54
alarmed,0,0,-0.78,-0.86,-0.54
alarming,-0.52,0,0.71,-0.94,-0.72
albafica,-0.66,0,0.859,-0.82,-0.78
alberta midget hockey league,0,0,-0.05,-0.05,-0.03
albinism,-0.91,0,0.961,-0.55,-0.81
alcohol abuse,-0.51,0,0.97,-0.62,-0.70
alcohol addict,0,0,0.821,-0.95,-0.59
alcoholic,-0.91,0,0,-0.73,-0.55
alcoholic abuse,-0.51,0,0.97,-0.62,-0.70
alcoholic beverage,0,0,0,-0.91,-0.30
alcoholic dementia,-0.94,0,0.821,-0.75,-0.84
alcoholic father,0,0,0.821,-0.95,-0.59
alcoholic mother,0,0,0.821,-0.95,-0.59
alcoholism,-0.79,0,0,-0.81,-0.53
alcoholism abuse,-0.51,0,0.97,-0.62,-0.70
aldose,-0.52,0,0.681,-0.76,-0.65
alert,-0.79,0,0,-0.81,-0.53
alevins,-0.83,0,0.987,-0.53,-0.78
alex henshaw,-0.77,0,0.874,-0.80,-0.81
alex higgins,-0.66,0,0.771,-0.95,-0.79
alexander shulgin,-0.73,0,0.944,-0.94,-0.87
alferd packer,-0.73,0,0.734,-0.78,-0.75
alga,-0.65,0,0.523,-0.73,-0.64
algae,-0.63,0,0.812,-0.82,-0.75
algebraic,-0.93,0,0.944,-0.92,-0.93
algebraic combinatorics,-0.93,0,0.944,-0.92,-0.93
algebraic property,-0.93,0,0.944,-0.92,-0.93
algebraist,0,0,0.832,-0.74,-0.52
algorithm,-0.93,0,0.944,-0.92,-0.93
algorithmic,-0.93,0,0.944,-0.92,-0.93
algorithmic problem,-0.93,0,0.944,-0.92,-0.93
algy,-0.96,0,0.624,-0.99,-0.86
ali carter,-0.66,0,0.771,-0.95,-0.79
alibi,-0.10,0,0,-0.16,-0.09
alien,-0.03,0.118,0.472,-0.46,-0.28
alienage,-0.86,0,0.941,-0.62,-0.80
alienate,-0.10,0.176,0.629,-0.64,-0.4
alienate viewer,-0.96,0,0.261,-0.95,-0.72
alienated,-0.11,0.172,0.62,-0.64,-0.4
alienation,-0.10,0.176,0.629,-0.64,-0.4
alienism,-0.86,0,0.941,-0.62,-0.80
align,-0.75,0,0.514,-0.67,-0.64
aligners,-0.65,0,0.65,-0.98,-0.76
alikeness,-0.89,0,0.58,-0.72,-0.73
alimony,-0.82,0,-0.70,0,-0.51
aliveness,-0.63,0,0.694,-0.66,-0.66
alkali poisoning,-0.72,0,0.884,-0.75,-0.78
alkaline paper,0.022,-0.05,0.079,-0.11,-0.03
alkalizer,-0.53,0,0.954,-0.54,-0.67
allegation,-0.96,0,0.261,-0.95,-0.72
alleged,-0.80,0,0.935,0,-0.58
alleged child abuse,-0.94,0,0.923,-0.98,-0.95
allegedly obscene,-0.52,0,0.648,-0.96,-0.71
allelic loss,-0.85,0,0.936,-0.80,-0.86
allergen specific ige,-0.66,0,0.877,-0.64,-0.72
allergic inflammation,-0.66,0,0.877,-0.64,-0.72
allergic reaction,-0.06,0.183,0.651,-0.64,-0.39
allergic rhinitis,-0.60,0,0.931,-0.92,-0.82
allergy,-0.96,0,0.848,-0.82,-0.87
allergy symptom,-0.94,0,0.891,-0.93,-0.92
allicin,-0.82,0,0.642,-0.72,-0.73
allicrocodilian,-0.86,0,0.685,-0.84,-0.79
allie,-0.74,0,0.877,-0.97,-0.86
alligator,0,0,-0.07,0,-0.02
allomerism,-0.83,0,0.546,-0.88,-0.75
alloyed,-0.82,0,0.665,-0.88,-0.78
allude,0,0,0.909,-0.88,-0.59
allusiveness,-0.62,0,0.69,-0.76,-0.69
alluvial,-0.74,0,-0.78,0,-0.51
allyl isothiocyanate,-0.82,0,0.642,-0.72,-0.73
almond oil,-0.82,0,-0.72,0,-0.51
aloe vera gel,-0.82,0,-0.72,0,-0.51
alone,-0.81,0,-0.90,0,-0.57
alone long time,-0.92,0,0.779,-0.70,-0.80
aloneness,-0.58,0,0.925,-0.63,-0.71
aloofness,-0.93,0,0,-0.72,-0.55
alpaca,-0.53,0,0.751,-0.97,-0.75
alpha male,0,0,-0.12,0,-0.04
alphabet soup,-0.62,0,0.988,-0.59,-0.73
alphabetic letter,-0.86,0,0.619,-0.80,-0.76
alpine tundra,-0.04,0,0,-0.05,-0.03
alpine zone,-0.04,0,0,-0.05,-0.03
alroy,-0.74,0,0.882,0,-0.54
alstrm syndrome,-0.50,0,0.542,-0.51,-0.51
alter state consciousness,0,0,-0.90,-0.84,-0.58
altercation,-0.60,0,0.777,-0.51,-0.62
altered,-0.62,0,0.651,-0.95,-0.74
alternative,-0.66,0,0.496,-0.79,-0.65
alternative energy,-0.79,0,0.997,-0.68,-0.82
altogether,-0.94,0,0.991,-0.65,-0.86
altruistic behavior,-0.93,0,0.586,-0.66,-0.73
alvaradoa,0,-0.00,0.053,-0.03,-0.02
alzheimer,-0.95,0,0.621,-0.72,-0.76
alzheimer disease,-0.95,0,0.621,-0.72,-0.76
alzheimer diseases,-0.95,0,0.621,-0.72,-0.76
alzheimer society,-0.95,0,0.621,-0.72,-0.76
alzheimers,-0.95,0,0.621,-0.72,-0.76
alzheimers disease,-0.95,0,0.621,-0.72,-0.76
amalgamate,0,0,-0.79,-0.76,-0.51
amanda,-0.74,0,0.877,-0.97,-0.86
amas air,-0.91,0,0.769,-0.84,-0.84
amass,-0.59,0,0.604,-0.95,-0.71
amateur,-0.98,0,0.937,-0.68,-0.86
amazon,-0.68,0,0.947,-0.83,-0.82
amazonian,-0.97,0,0.919,0,-0.63
amber eye,0,0,-0.86,-0.97,-0.61
ambidextrous,0,0,-0.73,-0.95,-0.56
ambiguity,0,0,0.852,-0.77,-0.54
